date_raw,date,Ash Plantain  1kg,Ash Pumpkin  1kg,Bandakka  1kg,Brinjal  1kg,Bitter Guard  1kg,Cucumber  1kg,Red Pumpkin  1kg,Snake Gourd  1kg,Gotukola  Bunch,Kankun  Bunch,Kathurumurunga  Bunch,Kohila Leaves  Bunch,Kohila Yams  1kg,Vetakolu  1kg,Green Chillies  1kg,Cap Chillies  1kg,Leeks  1kg,Limes  1kg,Local Potatoes 1Kg,Imported Potatoes  1Kg,Mukunuwenna  Bunch,Nivithi  500g,Sarana  Bunch,Thampala  Bunch,Beans Butter  1kg,Beans Green  1kg,Long Beans  1kg,Beet Root  1kg,Cabbagge Seed  1kg,Carrot  1kg,Drumstick  1kg,KnolKhol  1kg,Raddish  1kg,Tomatoe No1.  1kg,year,month,week_of_year
W1.Oct.2024,2024-10-01,320.69,236.39,288.0,368.97,465.83,224.83,193.33,360.71,64.72,71.88,75.71,85.68,280.31,394.81,503.45,758.57,355.0,663.45,409.0,212.83,71.88,121.79,95.8,109.25,560.0,409.29,327.78,295.71,375.71,280.33,811.85,332.48,249.66,370.0,2024.0,10.0,40
W2.Oct.2024,2024-10-08,314.29,262.96,279.29,347.2,522.8,213.57,195.17,374.0,63.57,72.31,76.67,88.36,280.8,408.33,517.5,750.36,341.38,703.33,364.69,210.0,72.31,138.33,96.09,101.5,565.5,444.29,351.15,271.03,337.5,258.62,693.6,309.25,232.43,364.29,2024.0,10.0,41
W3.Oct.2024,2024-10-15,282.07,230.0,268.0,323.87,483.08,204.29,222.33,366.67,62.78,75.0,80.56,91.43,264.74,338.57,595.33,755.56,324.0,864.83,374.69,215.2,73.0,134.5,97.44,101.5,535.2,483.23,340.8,268.67,298.0,234.0,567.41,303.33,220.0,399.66,2024.0,10.0,42
W4.Oct.2024,2024-10-22,292.14,287.08,284.44,362.5,525.71,196.3,231.38,452.92,63.21,71.43,86.82,90.0,290.31,369.58,598.97,828.0,332.5,867.78,360.71,208.7,71.43,146.07,100.0,103.17,611.0,488.62,373.2,280.0,303.21,233.21,551.85,316.0,213.6,390.74,2024.0,10.0,43
W1.Nov.2024,2024-11-01,277.78,224.19,270.0,400.95,551.08,222.22,241.07,408.4,65.71,78.33,86.67,91.11,287.83,369.2,616.43,682.59,312.59,930.74,356.67,220.87,76.43,138.21,110.0,106.67,523.0,411.03,359.05,261.11,259.63,206.92,392.31,318.0,230.07,369.66,2024.0,11.0,44
W2.Nov.2024,2024-11-08,267.42,280.0,288.28,412.13,575.78,236.43,225.33,413.2,62.69,73.57,83.46,90.0,289.88,400.0,570.0,716.9,324.67,1001.79,372.5,220.74,73.57,142.14,108.75,108.33,,477.93,382.4,271.72,259.31,235.86,432.69,326.4,237.24,387.78,2024.0,11.0,45
W3.Nov.2024,2024-11-15,260.0,264.0,295.33,382.67,609.2,268.0,242.0,424.81,59.23,69.23,76.54,87.78,301.67,460.8,575.0,767.14,301.79,1105.52,368.33,220.42,70.77,142.14,97.5,103.33,776.2,581.85,377.04,323.45,272.07,238.62,557.14,417.14,241.54,367.93,2024.0,11.0,46
W4.Nov.2024,2024-11-22,260.36,271.43,295.0,398.28,675.56,270.77,242.76,440.83,56.54,74.17,86.82,90.0,318.33,497.39,747.5,837.6,364.29,1071.85,389.38,221.52,73.85,181.54,106.0,112.0,,618.89,426.67,370.0,275.38,297.24,622.86,445.33,258.4,389.64,2024.0,11.0,47
W1.Dec.2024,2024-12-01,290.0,266.67,367.73,436.0,817.0,278.28,246.0,473.75,57.5,77.5,83.08,83.33,331.54,490.3,801.03,822.4,357.33,861.38,390.0,274.29,75.83,175.67,117.5,112.5,,948.33,501.67,418.0,304.33,282.33,840.0,412.67,313.08,415.52,2024.0,12.0,48
W2.Dec.2024,2024-12-08,292.59,268.89,342.76,460.0,862.11,283.45,251.03,513.64,60.5,76.67,81.11,85.0,323.85,546.67,1009.62,953.85,405.19,803.7,407.69,288.0,80.0,190.91,110.0,102.86,800.0,840.0,551.3,427.59,331.03,303.45,840.0,495.38,314.4,391.11,2024.0,12.0,49
W3.Dec.2024,2024-12-15,293.85,246.67,314.29,458.57,813.04,266.15,256.15,505.45,64.9,75.31,87.5,82.22,300.0,492.57,1300.38,997.6,452.86,752.31,389.0,284.71,75.13,172.05,105.0,110.0,564.0,585.43,500.55,527.68,399.29,318.57,1240.0,480.0,299.75,677.6,2024.0,12.0,50
W4.Dec.2024,2024-12-22,303.2,278.33,310.46,552.98,893.64,271.2,294.17,491.82,65.75,73.5,84.0,82.78,328.42,509.52,1467.39,1050.43,418.08,724.17,420.0,266.57,71.09,169.38,105.0,112.86,688.5,655.0,495.68,577.27,356.54,320.8,490.0,491.43,327.42,616.32,2024.0,12.0,51
W1.Jan.2025,2025-01-01,308.8,273.33,339.2,487.2,673.04,266.92,291.67,449.57,65.77,75.38,88.33,88.0,311.67,472.0,1216.67,727.83,405.6,600.0,432.5,259.9,75.38,156.92,102.0,112.86,,502.4,436.67,645.0,346.15,365.0,,488.57,293.33,505.6,2025.0,1.0,1
W2.Jan.2025,2025-01-08,293.33,269.29,335.52,452.0,597.24,264.33,262.67,394.48,62.81,70.13,80.36,88.62,308.33,454.4,1400.0,782.0,427.0,567.93,392.5,236.59,72.0,156.36,104.44,111.11,651.14,461.38,390.77,621.48,342.0,403.0,926.67,498.18,277.04,426.4,2025.0,1.0,2
W3.Jan.2025,2025-01-15,290.77,271.67,359.66,452.41,575.65,259.29,253.79,374.62,61.79,70.71,82.92,91.39,300.0,467.37,1562.07,916.09,412.14,525.52,413.2,223.52,72.14,145.89,102.7,115.14,728.0,516.3,422.61,567.41,318.97,409.29,1000.0,448.0,282.5,426.21,2025.0,1.0,3
W4.Jan.2025,2025-01-22,299.26,274.67,434.29,496.83,622.0,266.48,258.0,414.57,62.92,76.67,84.38,93.67,322.61,515.45,1566.07,1134.92,398.9,439.0,429.23,214.92,75.45,148.33,103.38,108.5,804.0,666.48,476.15,603.08,337.24,432.0,1306.67,450.91,271.0,438.0,2025.0,1.0,4
W1.Feb.2025,2025-02-01,301.33,297.14,417.42,605.86,660.8,263.0,266.45,437.14,63.18,75.83,87.5,90.25,336.92,526.09,1569.29,1315.93,456.0,410.97,430.83,205.71,76.67,155.48,104.38,115.0,832.0,644.33,460.37,596.9,414.0,612.0,,475.45,285.86,359.0,2025.0,2.0,5
W2.Feb.2025,2025-02-08,306.21,280.0,437.0,693.79,720.74,270.32,272.26,442.07,68.0,76.92,87.31,93.61,315.56,500.0,1611.03,1427.5,443.0,422.26,408.31,206.3,74.62,142.91,105.18,116.0,681.25,611.4,472.14,553.55,440.69,727.14,2733.33,467.0,282.5,329.31,2025.0,2.0,6
W3.Feb.2025,2025-02-15,301.33,256.0,411.0,694.48,697.69,263.79,266.9,405.71,65.0,75.26,88.44,85.21,298.81,498.8,1810.38,1491.79,434.0,377.69,438.18,211.54,75.79,157.22,104.38,109.08,635.71,494.07,394.23,525.0,490.67,947.86,2466.67,446.15,309.31,300.34,2025.0,2.0,7
W4.Feb.2025,2025-02-22,299.35,268.57,367.33,447.0,649.17,263.87,275.67,359.31,66.36,73.64,90.0,88.33,295.56,467.83,1785.93,1263.33,395.67,379.67,442.5,203.28,75.0,150.0,100.0,111.11,600.0,401.03,376.4,409.0,460.0,928.89,,402.14,274.33,264.84,2025.0,2.0,8
W1.Mar.2025,2025-03-01,316.55,286.5,368.89,304.83,527.31,270.69,261.72,337.14,63.42,80.0,92.65,89.29,299.54,476.96,1435.56,939.26,386.21,458.21,389.17,196.92,77.0,164.0,113.35,121.88,600.0,384.33,363.6,353.79,445.33,832.86,2150.0,348.36,251.15,323.6,2025.0,3.0,9
W2.Mar.2025,2025-03-08,293.57,265.71,399.33,342.58,549.31,287.67,261.72,403.85,55.88,75.29,86.56,94.25,289.56,504.0,1180.36,921.43,385.81,385.67,403.57,201.36,75.29,152.86,101.93,114.17,651.2,587.0,423.04,310.67,464.0,931.0,2070.0,400.0,269.62,340.33,2025.0,3.0,10
W3.Mar.2025,2025-03-15,286.79,291.25,422.0,349.31,568.21,273.21,259.33,460.0,62.75,75.0,87.35,89.23,316.3,548.26,1256.33,884.83,363.1,392.0,401.67,203.39,75.5,173.95,110.0,120.0,745.71,676.33,494.07,323.45,477.0,767.86,1846.0,421.36,300.38,446.21,2025.0,3.0,11
W4.Mar.2025,2025-03-22,289.67,260.47,439.68,499.33,593.1,259.33,268.71,505.11,67.0,71.88,81.0,88.5,311.2,555.83,906.33,913.0,378.71,404.33,395.45,206.67,71.18,165.0,103.08,109.83,860.0,671.29,481.48,375.0,483.33,869.24,1644.62,461.05,293.7,388.67,2025.0,3.0,12
W1.Apr.2025,2025-04-01,296.21,257.6,448.21,661.43,593.48,257.78,284.83,492.15,62.69,71.43,82.69,84.33,301.85,552.17,973.0,899.33,364.67,378.62,370.71,194.17,71.43,160.0,105.5,105.83,980.0,698.67,464.0,491.15,472.33,720.0,1066.67,483.48,311.92,421.38,2025.0,4.0,14
W2.Apr.2025,2025-04-08,289.31,256.15,448.57,664.83,577.78,245.52,291.72,504.17,56.67,72.35,86.07,87.12,300.31,541.74,964.29,969.31,335.17,381.43,364.67,193.75,72.94,152.59,100.83,107.86,741.94,656.55,456.9,500.67,434.48,551.38,1350.0,448.26,284.62,638.52,2025.0,4.0,15
W3.Apr.2025,2025-04-15,279.33,262.67,466.43,577.33,603.33,244.0,368.67,498.08,57.81,71.25,83.0,83.33,317.5,540.42,761.72,1012.67,356.79,432.5,386.43,208.4,71.88,149.5,93.57,104.55,793.0,661.94,465.6,596.13,497.33,585.86,1666.67,475.0,297.04,773.79,2025.0,4.0,16
W4.Apr.2025,2025-04-22,255.17,265.8,498.57,608.57,606.15,228.57,332.0,500.0,60.0,73.13,82.06,84.25,322.31,556.36,587.78,957.41,343.21,428.89,377.37,224.44,73.53,142.46,98.36,101.64,839.33,699.29,511.48,601.79,526.0,611.43,1781.82,489.5,313.6,816.3,2025.0,4.0,17
W1.May.2025,2025-05-01,284.14,260.0,527.33,627.67,663.81,227.1,345.33,512.14,60.0,77.5,89.64,91.25,325.19,504.44,539.66,1117.08,364.67,514.14,374.67,232.25,76.25,137.69,106.67,109.0,884.92,813.53,511.07,711.85,608.52,823.46,1600.0,498.44,311.2,1070.77,2025.0,5.0,18
W2.May.2025,2025-05-08,282.22,260.0,460.77,586.0,675.2,236.55,332.41,524.62,61.33,74.38,83.93,92.91,339.13,515.77,608.62,1109.23,415.71,597.67,391.92,243.79,74.38,140.0,101.67,108.0,923.5,627.59,464.55,739.17,656.92,971.07,1543.53,515.79,317.2,987.78,2025.0,5.0,19
W3.May.2025,2025-05-15,262.96,259.06,410.36,582.86,648.57,210.0,317.14,489.29,60.67,74.12,84.06,94.55,322.8,458.08,597.59,1017.31,410.34,618.93,376.43,235.0,74.12,144.67,98.0,110.8,881.2,488.15,407.31,746.67,619.31,886.9,1490.63,528.0,327.39,946.07,2025.0,5.0,20
W4.May.2025,2025-05-22,258.57,263.81,337.24,543.57,631.25,209.64,274.29,406.21,61.11,72.78,85.83,94.44,300.43,394.62,654.29,1011.15,425.71,586.92,400.0,228.57,73.33,131.93,106.0,115.23,813.33,482.07,392.86,761.54,536.3,798.28,1391.76,524.0,288.75,807.86,2025.0,5.0,21
W1.Aug.2025,2025-08-01,220.33,255.31,277.93,434.64,409.67,188.28,181.35,362.31,42.63,73.68,84.17,89.38,284.07,322.0,489.33,620.0,320.0,481.67,400.59,204.17,75.26,136.55,103.33,104.38,954.0,741.38,342.07,282.33,392.0,461.38,508.07,319.7,233.33,225.33,2025.0,8.0,31
W2.Aug.2025,2025-08-08,239.86,256.57,284.4,446.21,426.43,197.79,178.93,353.79,45.59,70.0,84.06,88.89,289.63,330.96,483.1,627.14,307.33,490.74,397.65,200.0,71.88,135.71,101.67,109.0,870.0,696.67,353.08,258.67,398.67,528.4,504.29,296.0,235.0,215.56,2025.0,8.0,32
W3.Aug.2025,2025-08-15,222.59,245.5,296.97,454.81,442.22,194.0,175.67,340.0,46.76,70.59,86.56,89.09,295.6,318.62,451.85,588.52,302.07,501.48,392.0,201.16,70.59,137.14,103.62,106.29,893.33,637.14,351.15,269.33,381.43,498.97,440.69,288.89,243.33,225.71,2025.0,8.0,33
W4.Aug.2025,2025-08-22,219.64,240.71,296.67,459.33,466.15,193.33,166.67,346.67,54.17,69.38,86.33,87.69,290.45,309.23,416.21,565.0,305.33,627.5,390.0,203.68,70.0,138.57,100.0,101.29,826.67,597.14,351.07,254.67,387.33,477.6,468.57,290.77,239.31,266.43,2025.0,8.0,34
W1.Sep.2025,2025-09-01,203.93,243.2,294.81,493.72,492.14,197.24,172.33,350.07,55.0,70.5,85.83,89.23,291.2,335.38,429.66,494.83,295.33,757.69,393.33,217.8,71.0,137.73,98.67,107.69,691.33,506.9,338.96,256.55,353.1,424.14,459.29,293.57,242.4,253.33,2025.0,9.0,36
W2.Sep.2025,2025-09-08,210.71,241.25,307.14,480.67,501.54,218.89,171.0,339.63,55.26,70.56,83.61,91.67,297.92,354.8,428.28,557.0,313.67,1142.0,378.33,226.2,70.56,140.0,101.33,106.13,514.91,488.0,350.77,251.33,354.67,445.0,469.7,293.39,237.04,213.79,2025.0,9.0,37
W3.Sep.2025,2025-09-15,215.38,245.0,320.71,451.72,498.46,228.93,173.0,331.07,52.11,70.0,84.47,92.31,299.46,373.91,442.0,528.57,301.33,1692.22,364.38,230.0,70.0,135.0,102.67,105.76,,508.67,354.07,254.0,330.34,385.33,469.08,288.18,230.34,226.21,2025.0,9.0,38
W4.Sep.2025,2025-09-22,224.0,263.08,324.67,397.33,515.77,214.0,163.0,356.92,52.81,70.56,86.18,93.33,294.26,356.92,446.79,511.33,297.24,1767.5,362.65,225.6,70.56,137.83,104.0,105.57,,506.67,351.43,247.33,320.0,333.33,461.1,299.45,245.0,261.33,2025.0,9.0,39
W1.Oct.2025,2025-10-01,217.59,253.85,324.14,398.97,533.75,212.86,174.33,356.8,54.41,70.0,85.31,92.0,300.28,330.0,483.21,591.72,292.0,2686.52,354.12,226.96,71.33,134.12,98.57,109.86,,478.33,351.15,251.33,314.29,319.33,444.0,307.69,242.07,256.07,2025.0,10.0,40
W2.Oct.2025,2025-10-08,219.31,223.33,312.41,386.67,521.86,215.17,168.28,396.67,53.42,70.48,86.58,91.25,297.64,310.37,489.29,640.43,279.31,2637.5,337.75,220.58,69.52,128.33,99.44,103.0,708.0,470.62,330.0,251.72,285.52,292.41,326.43,288.15,236.92,257.93,2025.0,10.0,41
W3.Oct.2025,2025-10-15,215.17,232.0,300.0,380.34,495.77,201.03,168.97,373.85,52.5,67.69,85.23,94.55,297.1,305.6,483.1,612.0,277.24,2643.2,339.05,227.14,66.15,123.64,100.64,98.17,560.0,450.34,315.0,253.1,275.86,296.55,294.81,287.64,237.39,255.86,2025.0,10.0,42
W4.Oct.2025,2025-10-22,211.43,240.0,308.89,402.07,522.59,208.33,176.0,380.0,51.67,69.44,86.58,94.29,280.28,332.0,498.67,645.33,271.72,2595.56,335.0,223.85,69.44,127.5,98.92,95.0,600.0,494.0,340.77,260.67,262.67,275.33,314.62,295.91,248.0,249.33,2025.0,10.0,43
W1.Nov.2025,2025-11-01,230.0,247.81,331.67,453.67,563.85,221.43,185.52,400.87,50.28,68.82,83.46,90.0,313.65,336.55,514.14,791.03,298.67,2522.69,332.5,224.8,71.18,121.82,94.7,96.18,600.0,538.67,367.41,284.67,290.67,330.67,406.07,320.0,265.6,257.93,2025.0,11.0,44
W2.Nov.2025,2025-11-08,224.67,249.09,297.33,454.48,656.92,208.0,173.33,512.5,49.74,71.11,83.06,90.91,316.67,520.43,510.34,822.5,302.67,2453.21,341.33,221.9,73.16,120.0,98.56,99.83,554.9,472.33,410.8,302.67,296.0,315.33,598.76,328.26,273.36,222.0,2025.0,11.0,45
W3.Nov.2025,2025-11-15,239.29,240.0,297.93,403.45,707.6,213.79,179.31,493.33,49.71,70.59,84.41,94.0,312.61,512.0,507.59,896.0,286.21,2225.0,357.5,220.0,70.59,125.0,100.0,103.17,564.0,497.93,403.08,312.76,295.17,306.21,815.0,350.48,272.31,230.34,2025.0,11.0,46
W4.Nov.2025,2025-11-22,252.41,233.33,311.72,352.86,705.77,227.59,180.0,490.37,52.78,72.22,82.33,93.33,311.6,522.4,551.85,920.0,297.93,1455.77,337.78,203.33,72.22,132.38,99.07,101.38,708.57,558.62,430.0,329.66,290.34,303.1,858.89,373.33,295.38,258.52,2025.0,11.0,47
W1.Dec.2025,2025-12-01,286.93,294.55,473.79,581.43,995.0,313.79,243.67,687.2,57.81,77.86,87.08,88.0,334.0,736.82,744.14,1003.1,419.67,911.85,390.0,241.83,77.06,182.75,107.4,115.6,,1347.92,780.0,573.45,414.67,425.0,1175.0,577.33,391.54,406.3,2025.0,12.0,49
W2.Dec.2025,2025-12-08,294.14,284.0,452.0,654.83,1009.0,300.69,231.33,694.29,57.86,83.75,86.25,85.0,350.5,744.29,1112.5,1159.13,407.24,836.54,411.0,235.2,82.14,176.44,100.0,108.0,,991.54,740.0,705.22,444.83,386.43,1300.0,622.67,412.27,591.54,2025.0,12.0,50
W3.Dec.2025,2025-12-15,320.69,300.0,428.39,729.0,1026.8,304.19,247.33,660.0,58.31,83.33,90.38,92.0,357.62,724.17,1413.57,1648.0,455.48,794.64,402.31,230.0,83.33,176.67,106.69,110.73,1394.67,1115.69,674.57,803.85,463.23,414.0,1325.0,622.22,397.31,875.71,2025.0,12.0,51
W4.Dec.2025,2025-12-22,342.96,304.0,444.0,702.41,1042.38,295.67,257.24,648.21,59.08,77.14,90.42,94.55,349.58,715.91,1535.0,2104.76,475.17,636.67,387.33,221.46,77.14,187.14,110.5,115.27,1376.0,1144.62,588.52,832.08,488.0,423.33,1325.0,662.0,403.93,715.77,2025.0,12.0,52
W1.Jan.2026,2026-01-01,335.0,333.33,431.72,561.79,857.5,284.44,270.0,592.0,57.38,78.24,86.79,90.31,356.09,654.38,1262.22,1140.71,528.75,658.33,399.0,220.0,79.38,175.38,108.92,110.57,1452.5,900.4,507.2,886.32,464.07,520.4,1233.33,641.33,370.0,696.52,2026.0,1.0,1
W2.Jan.2026,2026-01-08,353.7,356.59,457.59,487.24,805.6,294.29,262.5,550.37,57.53,77.78,86.67,89.09,363.04,667.62,1138.57,1024.44,552.69,598.46,419.0,207.88,78.82,169.93,105.33,113.45,1345.0,648.93,443.2,920.83,457.93,503.79,900.0,594.0,356.92,654.83,2026.0,1.0,2
W3.Jan.2026,2026-01-15,358.46,365.6,430.38,397.04,680.0,276.8,250.34,482.33,59.23,79.29,90.0,93.64,356.19,626.67,962.86,901.54,509.67,433.1,415.0,203.2,80.71,147.5,105.83,117.33,1070.0,623.33,409.23,714.17,405.52,495.0,,542.73,317.78,604.14,2026.0,1.0,3
W4.Jan.2026,2026-01-22,336.52,351.68,416.96,390.48,706.0,238.46,249.66,470.43,58.08,80.67,88.57,90.0,325.5,652.5,868.0,980.95,508.08,444.35,406.36,195.74,80.0,146.0,105.38,113.17,835.0,591.67,377.39,733.5,387.41,468.93,,452.17,251.11,648.89,2026.0,1.0,4
W1.June.2023,,287.27,226.67,310.4,505.19,615.29,194.62,178.85,470.72,59.55,70.0,72.73,83.33,271.9,391.74,632.8,670.74,455.56,620.0,353.08,191.04,70.0,108.75,87.78,91.43,,507.29,414.29,571.08,492.5,450.29,1057.78,452.12,322.05,406.92,,,
W2.June.2023,,292.93,264.0,328.97,388.8,605.5,220.0,183.57,447.37,59.55,70.0,72.73,83.33,281.74,385.33,678.57,595.24,415.56,614.14,361.67,190.83,70.0,108.75,87.78,91.43,650.0,525.36,480.0,550.87,416.23,444.48,1196.0,448.3,302.75,381.67,,,
W3.June.2023,,302.08,240.0,331.85,355.38,659.05,212.59,192.86,422.86,59.55,70.0,72.73,83.33,266.5,351.36,954.4,572.4,395.77,605.38,366.36,208.46,70.0,108.75,87.78,91.43,800.0,553.33,491.88,521.6,368.33,458.15,920.0,414.44,301.09,335.6,,,
W4.June.2023,,315.65,236.36,342.59,359.29,570.42,213.79,207.93,435.0,59.55,70.0,72.73,83.33,260.0,357.36,1053.7,593.21,384.64,597.5,350.88,224.76,70.0,108.75,87.78,91.43,,592.59,480.0,507.04,375.17,527.5,808.18,381.78,270.27,364.44,,,
W1.July.2023,,315.19,213.75,327.5,380.71,518.57,200.34,220.0,422.16,59.55,70.0,72.73,83.33,254.21,356.54,1081.79,589.29,365.52,565.93,383.64,244.29,70.0,108.75,87.78,91.43,800.0,536.3,461.35,517.26,385.17,525.59,776.3,365.65,262.8,527.5,,,
W2.July.2023,,308.38,200.0,322.22,421.07,503.85,197.78,226.21,402.96,59.55,70.0,72.73,83.33,250.45,319.12,1031.79,585.36,360.77,565.71,381.67,249.63,70.0,108.75,87.78,91.43,860.0,549.29,437.17,482.59,350.0,491.11,673.5,334.0,253.91,654.62,,,
W3.July.2023,,316.52,212.81,298.46,473.08,502.96,185.22,220.71,382.86,59.55,70.0,72.73,83.33,248.26,311.15,881.48,564.21,338.0,561.85,389.0,246.8,70.0,108.75,87.78,91.43,938.33,519.23,427.1,429.23,364.62,511.54,488.0,340.0,260.95,600.87,,,
W4.July.2023,,317.48,210.05,272.76,497.69,462.8,173.85,226.21,350.4,59.55,70.0,72.73,83.33,252.92,295.76,773.33,598.52,320.34,635.93,390.77,236.36,70.0,108.75,87.78,91.43,800.0,496.67,366.0,411.85,339.66,552.5,380.37,311.67,246.92,442.5,,,
W1.June.2024,,320.0,284.0,324.29,507.78,785.71,252.59,225.17,472.83,69.5,73.64,82.5,92.0,335.0,502.08,567.41,650.69,600.0,1836.0,415.0,216.67,74.44,139.17,92.0,100.0,1056.0,758.99,476.4,592.62,305.19,327.86,1109.33,516.47,382.17,318.46,,,
W2.June.2024,,340.71,288.0,329.66,588.93,849.58,253.1,234.83,502.92,67.0,77.27,84.44,92.25,311.6,502.0,565.93,711.11,711.07,1794.44,400.0,225.2,76.0,145.18,100.0,104.5,1105.0,712.14,493.75,667.69,342.07,495.36,894.29,537.33,390.36,564.07,,,
W3.June.2024,,359.35,276.69,332.26,543.0,852.61,239.35,262.76,460.0,65.45,70.71,78.46,92.5,308.33,471.07,580.69,840.0,738.52,1792.17,388.46,232.69,72.86,149.85,100.0,100.0,968.0,730.65,483.21,777.27,360.0,565.16,953.91,568.0,398.33,792.92,,,
W4.June.2024,,387.59,280.63,329.31,498.57,882.17,251.33,279.66,440.69,65.0,75.45,86.36,92.2,325.56,466.15,548.21,907.78,730.74,1757.14,406.88,228.4,73.85,148.57,109.0,102.0,900.0,727.59,481.92,820.0,379.26,578.0,1151.67,571.82,397.24,793.21,,,
W1.July.2024,,386.9,300.0,350.0,450.67,771.92,250.34,277.93,439.29,66.88,74.12,82.0,91.14,319.58,462.17,520.37,873.7,678.62,1528.0,418.57,231.3,74.71,143.53,100.78,102.0,1062.5,799.47,508.4,755.52,384.29,605.33,993.33,517.82,355.52,635.0,,,
W2.July.2024,,369.66,296.0,340.0,401.07,640.37,234.67,276.33,413.1,67.33,72.67,82.31,91.33,297.2,452.14,644.14,880.71,582.07,1379.26,435.83,264.57,72.67,149.38,105.18,107.14,1156.33,722.76,457.14,529.31,413.8,531.33,890.43,464.17,320.0,428.89,,,
W3.July.2024,,380.0,306.15,354.67,366.43,580.74,236.21,291.07,400.0,69.38,72.86,80.0,88.57,290.0,464.8,754.44,990.4,589.67,1166.15,438.75,340.0,73.57,160.0,112.0,110.0,1156.67,704.67,491.67,595.67,443.93,537.0,834.07,445.22,301.33,542.07,,,
W4.July.2024,,408.97,311.88,339.33,428.97,517.14,227.67,320.69,420.77,64.38,72.94,79.33,85.71,295.0,440.71,946.07,1036.15,605.71,1075.56,485.0,281.46,73.53,146.15,105.0,112.5,1236.5,773.1,488.21,552.76,490.71,560.0,645.71,418.46,280.0,500.0,,,
W1.June.2025,,246.79,267.5,352.86,535.33,652.27,209.67,271.67,407.69,62.67,70.71,79.5,91.39,314.58,363.45,854.67,995.93,453.33,593.67,402.86,206.0,70.0,131.16,102.22,112.5,806.48,615.33,387.93,705.56,591.79,823.67,1538.0,508.8,289.2,784.67,,,
W2.June.2025,,273.33,262.22,280.71,584.44,663.33,233.57,260.36,389.29,64.69,75.33,86.33,93.54,315.5,355.36,951.54,999.63,551.43,728.0,412.73,203.68,75.33,135.91,100.77,118.33,804.0,645.71,360.38,670.0,691.54,815.38,1505.79,548.25,294.0,611.85,,,
W3.June.2025,,273.1,229.23,288.97,540.33,617.6,209.31,261.67,347.69,62.08,72.14,81.92,86.67,314.78,330.0,963.45,825.77,468.62,665.67,405.83,196.85,72.14,138.93,97.0,102.55,690.0,700.0,375.77,537.24,588.62,676.21,1434.29,480.0,283.6,493.33,,,
W4.June.2025,,263.2,236.67,300.0,528.0,626.8,226.67,258.15,349.62,58.33,71.67,85.28,88.67,302.69,335.2,903.33,751.15,437.41,597.04,389.41,202.04,73.33,143.03,105.71,107.69,870.0,772.4,399.55,448.89,491.3,574.62,1291.94,439.55,266.08,420.37,,,
W1.July.2025,,236.67,262.86,294.33,520.34,552.14,197.67,255.33,351.11,55.63,75.0,86.56,88.25,303.0,307.59,804.83,780.33,384.0,568.67,394.64,206.21,74.38,139.76,107.27,116.67,750.0,659.67,351.96,384.14,411.67,455.33,920.96,336.8,254.83,322.86,,,
W2.July.2025,,245.93,220.36,284.14,521.03,542.96,204.14,246.0,354.48,51.25,72.5,86.56,84.77,309.81,321.43,760.36,747.59,365.67,553.0,386.25,200.37,73.75,132.0,101.67,113.85,708.75,604.83,386.25,360.67,446.43,509.33,789.63,337.69,268.52,222.0,,,
W3.July.2025,,238.0,241.54,288.0,462.86,477.04,201.53,236.21,342.76,53.75,71.88,81.79,85.0,292.36,301.43,765.52,758.28,370.67,543.33,419.17,210.0,72.0,131.0,100.0,105.38,605.0,564.0,362.96,326.9,433.33,480.33,566.71,326.25,245.0,202.07,,,
W4.July.2025,,236.21,260.0,276.67,428.0,436.67,191.33,219.64,344.07,58.0,69.38,82.33,87.27,308.4,324.44,628.97,808.9,355.52,548.08,414.0,211.03,72.5,144.57,105.83,113.69,586.0,643.45,394.8,318.0,425.93,469.31,583.33,319.38,266.07,218.62,,,
