date_raw,date,Ash Plantain  1kg,Ash Pumpkin  1kg,Bandakka  1kg,Brinjal  1kg,Bitter Guard  1kg,Cucumber  1kg,Red Pumpkin  1kg,Snake Gourd  1kg,Gotukola  Bunch,Kankun  Bunch,Kathurumurunga  Bunch,Kohila Leaves  Bunch,Kohila Yams  1kg,Vetakolu  1kg,Green Chillies  1kg,Cap Chillies  1kg,Leeks  1kg,Limes  1kg,Local Potatoes 1Kg,Imported Potatoes  1Kg,Mukunuwenna  Bunch,Nivithi  500g,Sarana  Bunch,Thampala  Bunch,Beans Butter  1kg,Beans Green  1kg,Long Beans  1kg,Beet Root  1kg,Cabbagge Seed  1kg,Carrot  1kg,Drumstick  1kg,KnolKhol  1kg,Raddish  1kg,Tomatoe No1.  1kg,year,month,week_of_year
W1.Dec.2020,2020-12-01,149.55,,156.82,192.86,331.85,132.33,131.79,200.78,33.33,42.22,49.33,50.0,186.07,221.33,407.33,417.5,145.31,408.67,258.57,196.88,44.12,75.31,57.14,58.75,446.63,306.71,223.78,152.73,173.57,259.23,242.88,192.73,156.0,153.67,2020.0,12.0,49
W2.Dec.2020,2020-12-08,152.69,140.0,163.35,208.57,335.56,144.0,147.5,212.09,33.33,42.22,49.33,50.0,191.67,235.56,450.23,420.59,147.47,440.56,280.0,210.38,44.12,75.31,57.14,58.75,432.0,291.67,239.64,166.92,165.0,268.67,255.0,187.85,157.69,155.29,2020.0,12.0,50
W3.Dec.2020,2020-12-15,156.9,140.0,166.78,210.0,358.57,146.94,147.68,225.62,33.33,42.22,49.33,50.0,178.67,248.0,482.5,445.53,151.0,435.71,316.67,200.77,44.12,75.31,57.14,58.75,432.0,274.12,238.74,178.24,158.67,247.56,,202.5,170.63,140.29,2020.0,12.0,51
W4.Dec.2020,2020-12-22,150.47,,180.0,192.0,338.18,145.45,145.88,226.67,33.33,42.22,49.33,50.0,181.54,248.33,545.75,455.5,148.42,442.27,323.75,204.09,44.12,75.31,57.14,58.75,424.9,269.62,217.7,180.29,143.93,238.94,373.33,212.5,166.69,146.92,2020.0,12.0,52
W1.Jan.2021,2021-01-01,159.04,180.0,202.74,157.37,360.0,168.0,173.86,226.16,33.33,46.0,50.0,50.0,174.74,255.71,558.0,411.05,153.21,414.5,264.17,159.23,46.0,75.31,57.14,61.43,404.12,256.43,230.0,210.0,146.17,216.36,400.0,224.5,160.78,181.05,2021.0,1.0,53
W2.Jan.2021,2021-01-08,163.04,186.67,212.36,171.0,365.5,149.35,196.4,224.62,33.33,46.0,50.0,50.0,183.53,275.29,751.0,421.39,152.5,403.9,230.77,135.0,46.0,75.31,57.14,61.43,378.59,240.23,233.0,215.42,138.91,202.8,,231.82,161.6,183.1,2021.0,1.0,1
W3.Jan.2021,2021-01-15,165.36,186.67,219.58,204.12,340.53,158.45,220.0,235.85,33.33,46.0,50.0,50.0,168.0,289.47,780.0,437.71,145.91,395.81,222.86,135.0,46.0,75.31,57.14,61.43,410.44,260.43,233.16,227.89,141.9,204.26,240.0,224.62,160.0,188.09,2021.0,1.0,2
W4.Jan.2021,2021-01-22,155.29,200.0,234.38,292.03,354.1,150.04,231.68,242.13,33.33,46.0,50.0,50.0,174.84,289.29,919.44,494.28,161.26,324.44,216.25,135.65,46.0,75.31,57.14,61.43,466.45,295.98,238.05,255.78,150.51,219.72,,225.54,164.27,190.12,2021.0,1.0,3
W1.Feb.2021,2021-02-01,161.81,193.33,252.21,330.0,367.27,145.71,228.42,249.0,33.33,46.0,50.0,50.0,178.18,285.63,997.64,542.36,196.68,344.21,204.69,137.59,46.0,75.31,57.14,61.43,370.35,235.0,230.63,304.67,166.32,225.26,,245.71,177.33,228.13,2021.0,2.0,5
W2.Feb.2021,2021-02-08,150.82,,238.83,297.5,330.91,124.44,213.04,226.42,33.33,46.0,50.0,50.0,165.22,257.83,781.9,521.33,192.85,323.53,213.39,145.0,46.0,75.31,57.14,61.43,349.08,221.5,213.89,276.5,158.95,221.0,,234.44,166.29,241.76,2021.0,2.0,6
W3.Feb.2021,2021-02-15,165.11,200.0,223.17,198.46,334.0,119.11,204.29,210.93,33.33,46.0,51.11,50.0,172.59,276.54,767.41,532.3,200.68,305.77,201.33,142.94,46.0,75.31,57.14,61.43,364.99,231.6,208.08,275.22,165.83,212.8,,220.0,168.83,293.2,2021.0,2.0,7
W4.Feb.2021,2021-02-22,156.48,200.0,202.08,165.0,299.66,113.79,184.44,197.04,33.33,46.0,51.11,50.0,166.43,267.08,634.29,460.48,194.36,282.31,196.43,138.61,46.0,76.1,57.14,61.43,356.02,225.91,205.0,236.51,173.79,215.0,,215.7,164.64,298.88,2021.0,2.0,8
W1.Mar.2021,2021-03-01,141.08,186.67,181.0,140.0,259.2,115.83,173.6,179.08,33.33,46.0,51.11,50.0,164.55,257.89,471.43,410.0,196.36,266.67,192.5,138.21,46.0,76.1,57.14,61.43,326.67,217.89,190.0,204.0,188.33,228.18,,211.58,158.45,296.52,2021.0,3.0,9
W2.Mar.2021,2021-03-08,136.86,170.0,179.58,134.12,253.5,121.25,166.82,183.47,33.33,46.0,51.11,50.0,157.89,251.11,437.04,373.26,180.0,239.6,182.5,136.43,46.0,76.1,57.14,61.43,326.42,217.73,170.45,182.22,190.8,226.36,592.0,193.33,144.84,231.36,2021.0,3.0,10
W3.Mar.2021,2021-03-15,138.17,160.0,164.67,148.0,252.5,110.76,163.08,165.63,33.33,46.0,51.11,50.0,163.48,239.44,360.08,365.5,178.21,234.18,174.21,120.0,46.0,76.1,57.14,61.43,298.0,248.0,170.87,170.43,191.3,226.52,666.67,186.67,143.76,200.0,2021.0,3.0,11
W4.Mar.2021,2021-03-22,138.13,152.0,159.68,151.3,243.48,106.7,137.39,171.88,33.5,46.0,51.11,51.25,165.45,228.0,357.58,351.2,172.5,222.17,169.41,117.14,46.0,76.1,57.14,61.43,308.81,257.0,166.22,170.77,189.17,218.89,698.33,185.26,141.27,177.5,2021.0,3.0,12
W1.Apr.2021,2021-04-01,132.62,154.29,159.2,230.0,228.57,111.6,131.11,172.21,33.5,46.0,51.11,53.75,149.23,195.07,356.37,335.85,158.57,220.08,184.08,115.38,46.0,76.1,57.14,61.43,292.0,235.81,161.64,159.5,180.87,200.43,602.67,174.29,140.0,167.73,2021.0,4.0,13
W2.Apr.2021,2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,4.0,14
W3.Apr.2021,2021-04-15,139.13,148.57,154.88,222.86,209.44,116.44,138.4,161.67,33.5,46.0,51.11,53.75,156.47,181.97,364.2,347.68,152.17,233.1,190.59,122.96,46.0,76.1,57.14,61.43,260.0,191.82,153.33,160.42,185.6,202.4,512.0,173.0,142.22,155.33,2021.0,4.0,15
W4.Apr.2021,2021-04-22,142.0,140.0,159.41,190.0,200.95,108.89,126.96,156.67,33.5,46.0,51.11,53.75,152.73,201.06,327.69,341.52,141.9,254.0,183.13,134.62,46.0,76.1,57.14,61.43,266.0,218.33,159.96,159.58,173.08,210.4,480.0,161.9,135.24,134.0,2021.0,4.0,16
W1.May.2021,2021-05-01,132.63,,166.36,193.75,206.0,110.73,112.22,167.78,33.5,46.0,51.11,53.75,153.68,191.33,307.5,284.6,145.56,252.5,185.56,142.19,46.0,76.1,57.14,61.43,288.0,211.67,159.24,148.42,176.36,201.11,513.33,167.0,144.32,140.0,2021.0,5.0,17
W2.May.2021,2021-05-08,138.26,120.0,177.5,194.55,221.73,120.0,115.83,176.84,33.5,46.0,51.11,53.75,155.45,183.36,288.64,300.0,154.0,254.33,185.0,143.0,46.25,76.1,57.14,62.86,271.2,197.86,168.84,152.17,175.0,188.74,525.71,164.55,141.0,153.33,2021.0,5.0,18
W3.May.2021,2021-05-15,132.74,148.89,192.31,214.0,266.52,128.08,116.0,200.8,33.5,46.0,51.11,53.75,177.39,210.5,368.64,385.85,187.14,334.58,193.08,154.21,46.25,76.1,57.14,62.86,380.0,284.78,190.23,188.64,207.92,233.18,568.24,205.88,180.0,216.11,2021.0,5.0,19
W4.May.2021,2021-05-22,130.87,155.0,195.2,217.5,274.55,129.6,114.0,206.25,33.5,46.0,51.11,53.75,185.0,220.43,372.86,394.4,196.84,340.43,194.64,153.68,46.25,76.1,57.14,62.86,380.0,292.38,200.0,194.0,215.45,241.0,565.56,211.25,181.9,223.75,2021.0,5.0,20
W1.Jun.2021,2021-06-01,130.43,155.0,192.08,220.0,273.45,129.4,114.8,205.33,33.5,46.0,51.11,53.75,184.55,217.74,365.91,392.8,197.0,341.3,195.33,152.67,46.25,76.1,57.14,62.86,353.6,291.36,189.43,190.0,213.04,237.86,568.33,206.88,175.23,228.82,2021.0,6.0,22
W2.Jun.2021,2021-06-08,132.29,155.0,195.3,232.38,287.56,130.0,116.82,212.0,33.5,46.0,51.11,53.75,177.89,230.0,388.75,384.0,211.82,338.1,197.86,160.63,46.25,76.1,57.14,62.86,352.4,300.53,191.67,205.0,224.5,247.22,568.57,217.14,188.16,223.57,2021.0,6.0,23
W3.Jun.2021,2021-06-15,132.5,155.0,196.76,233.68,288.74,129.63,118.09,220.07,33.5,46.67,52.22,53.75,181.18,226.19,396.92,390.59,217.27,348.63,200.71,162.14,46.25,76.1,57.14,62.86,357.2,297.37,203.22,210.0,226.8,245.88,577.33,217.14,185.68,222.31,2021.0,6.0,24
W4.Jun.2021,2021-06-22,137.42,148.33,200.6,242.22,337.5,151.75,134.22,256.47,33.5,46.67,52.22,53.75,190.0,241.75,435.6,410.35,258.5,364.0,215.0,160.71,46.25,76.1,57.14,62.86,370.0,332.67,218.93,241.76,246.63,250.56,635.0,228.75,205.22,214.21,2021.0,6.0,25
W1.Jul.2021,2021-07-01,131.27,160.0,183.27,191.9,274.29,162.73,165.45,231.36,33.5,46.67,52.22,53.75,163.81,188.56,410.95,354.82,228.5,348.8,206.67,160.56,46.25,76.1,57.14,62.86,240.33,227.5,213.18,188.18,209.55,209.52,460.0,191.76,169.77,149.05,2021.0,7.0,26
W2.Jul.2021,2021-07-08,133.05,150.0,185.64,193.45,260.5,155.23,173.45,223.86,33.5,46.67,52.22,53.75,168.89,188.24,396.1,326.36,230.5,342.5,216.15,166.92,46.25,76.1,57.14,62.86,273.0,261.5,212.23,198.64,202.55,190.5,409.4,200.95,178.55,140.73,2021.0,7.0,27
W3.Jul.2021,2021-07-15,134.8,150.0,185.26,208.42,235.26,154.88,166.0,227.88,33.5,46.67,52.22,53.75,173.68,207.83,420.63,379.53,246.84,320.67,226.25,161.25,46.25,76.1,57.14,62.86,310.0,291.88,216.05,205.05,208.95,201.88,405.0,201.33,163.5,154.22,2021.0,7.0,28
W4.Jul.2021,2021-07-22,140.55,142.5,185.6,237.27,231.36,148.93,168.09,233.95,33.5,46.67,52.22,53.75,164.21,209.05,371.43,401.6,270.0,321.8,230.77,163.85,46.25,76.1,57.14,62.86,357.5,318.18,211.73,225.22,215.22,201.05,342.5,208.57,166.52,148.13,2021.0,7.0,29
W1.Aug.2021,2021-08-01,132.86,148.89,195.56,260.0,227.39,134.38,172.17,232.47,33.5,46.67,52.22,55.0,169.52,195.4,387.37,398.86,277.09,321.8,228.18,160.38,46.25,76.1,57.14,62.86,310.0,298.1,205.91,200.53,220.0,200.84,271.11,208.0,173.86,142.86,2021.0,8.0,30
W2.Aug.2021,2021-08-08,141.55,154.29,180.91,246.82,233.14,129.41,180.0,233.81,33.5,46.67,52.22,55.0,164.76,193.27,384.8,399.47,272.55,310.6,228.46,165.71,46.25,76.1,57.14,62.86,294.92,282.64,193.81,192.94,224.74,204.0,258.0,207.06,167.14,144.55,2021.0,8.0,31
W3.Aug.2021,2021-08-15,139.59,156.0,180.0,250.35,229.75,113.24,193.0,239.06,33.5,46.67,52.22,55.0,170.0,197.33,368.92,355.73,274.6,305.13,253.08,186.92,46.25,76.1,57.14,62.86,300.0,295.38,199.33,180.77,220.0,202.14,298.18,221.54,160.67,184.0,2021.0,8.0,32
W4.Aug.2021,2021-08-22,133.4,156.0,178.35,249.33,216.43,114.0,186.25,220.79,33.5,46.67,52.22,55.0,170.77,199.17,366.0,341.0,241.0,316.0,249.33,190.63,46.25,76.1,57.14,62.86,246.67,240.0,192.0,178.57,198.46,187.86,307.27,209.23,159.14,172.86,2021.0,8.0,33
W1.Sep.2021,2021-09-01,128.24,146.67,152.89,234.38,215.71,94.29,168.24,215.71,33.5,46.67,52.22,55.0,158.46,198.83,342.86,308.62,241.0,330.67,245.0,161.5,46.25,76.1,57.14,62.86,260.0,214.44,165.76,138.33,200.0,190.0,258.46,192.0,143.31,181.43,2021.0,9.0,35
W2.Sep.2021,2021-09-08,132.86,146.67,150.0,231.76,216.88,101.67,157.5,198.75,33.5,46.67,52.22,55.0,155.71,183.99,329.43,290.15,239.29,323.65,221.19,146.11,46.25,76.1,57.14,62.86,266.67,214.0,165.31,146.15,191.33,169.41,243.08,181.54,143.43,173.57,2021.0,9.0,36
W3.Sep.2021,2021-09-15,127.69,140.0,148.62,247.5,225.56,94.58,148.89,209.23,33.5,46.67,52.22,55.0,156.36,165.75,329.83,262.86,228.46,350.77,217.08,141.5,46.25,76.1,57.14,62.86,225.0,180.91,169.17,141.54,193.33,168.13,247.27,160.0,138.45,173.0,2021.0,9.0,37
W4.Sep.2021,2021-09-22,123.33,133.33,155.11,242.67,250.0,110.77,138.46,198.13,33.5,46.67,52.22,55.0,153.85,167.14,307.67,267.69,207.78,439.47,212.5,148.64,46.25,76.1,57.14,62.86,267.5,241.11,163.76,145.0,186.67,178.89,208.57,156.67,138.63,161.0,2021.0,9.0,38
W1.Oct.2021,2021-10-01,133.92,106.67,187.83,253.75,288.26,121.36,127.6,212.27,38.18,47.08,52.0,56.67,158.95,177.5,296.6,285.45,227.5,529.05,213.25,161.33,47.92,77.5,58.75,62.86,303.33,303.75,206.95,152.59,194.78,189.55,308.0,174.0,166.3,125.45,2021.0,10.0,39
W2.Oct.2021,2021-10-08,133.85,128.0,201.6,273.6,306.88,132.6,125.83,225.31,38.18,47.08,52.0,56.67,183.81,212.08,324.87,344.84,247.6,563.9,208.75,156.76,47.92,77.5,58.75,62.86,320.0,317.08,223.16,155.36,197.39,200.36,330.0,190.59,181.74,142.08,2021.0,10.0,40
W3.Oct.2021,2021-10-15,134.17,120.0,209.0,276.17,321.38,128.42,125.45,267.59,34.06,48.33,52.0,56.67,178.64,213.91,350.0,376.35,264.04,652.5,207.71,160.0,47.92,86.67,58.75,62.86,306.67,304.55,228.13,140.91,210.52,189.91,340.71,204.24,165.52,146.35,2021.0,10.0,41
W4.Oct.2021,2021-10-22,132.54,140.0,217.92,289.55,333.46,135.65,123.33,282.61,34.06,49.23,52.0,56.67,183.48,217.75,330.0,399.52,268.18,711.43,212.22,160.91,50.77,86.67,58.75,62.86,300.0,305.0,229.09,148.64,207.62,199.05,277.89,206.67,182.22,215.29,2021.0,10.0,42
W1.Nov.2021,2021-11-01,134.18,145.67,220.97,272.73,349.2,137.5,118.39,273.24,34.06,49.23,52.0,56.67,178.32,230.4,345.0,403.21,270.0,693.44,220.4,174.67,50.77,86.67,58.75,62.86,329.5,300.63,235.69,156.97,210.0,222.86,276.1,216.88,187.13,376.67,2021.0,11.0,44
W2.Nov.2021,2021-11-08,131.96,152.33,225.67,259.26,360.87,141.15,122.07,279.05,34.06,51.67,55.0,56.67,183.04,256.64,359.29,481.11,287.08,676.79,237.05,185.0,52.0,86.67,60.0,62.86,416.0,372.31,256.33,167.24,217.74,254.29,340.5,218.53,192.71,417.04,2021.0,11.0,45
W3.Nov.2021,2021-11-15,133.94,155.0,277.19,283.94,408.0,160.94,124.85,327.5,34.06,59.0,57.0,56.67,202.43,320.0,361.61,553.45,337.19,699.7,253.54,193.67,59.09,97.5,61.67,68.89,516.36,528.0,345.38,183.79,267.74,338.33,471.58,252.19,224.8,435.52,2021.0,11.0,46
W4.Nov.2021,2021-11-22,143.45,154.29,289.62,304.17,484.58,172.41,126.9,350.69,34.06,59.0,57.0,56.67,206.41,336.36,369.23,579.57,421.25,651.79,262.33,200.63,59.09,97.5,61.67,68.89,522.88,468.64,350.8,207.5,352.73,405.91,477.19,290.0,237.53,443.52,2021.0,11.0,47
W1.Dec.2021,2021-12-01,153.69,155.83,291.33,381.52,528.45,185.4,127.28,356.52,31.67,59.0,57.0,56.67,216.31,349.0,720.75,714.93,402.48,556.15,283.05,182.38,59.09,97.5,61.67,68.89,438.28,435.23,362.97,298.26,426.46,390.07,598.89,350.0,265.18,516.1,2021.0,12.0,48
W2.Dec.2021,2021-12-08,155.33,162.44,307.8,383.64,509.62,184.17,133.85,370.94,35.56,60.91,60.56,60.0,216.81,336.09,919.05,772.33,438.04,569.2,283.67,178.42,60.91,110.0,66.25,71.25,552.0,490.0,385.76,373.33,485.68,495.83,630.0,407.27,282.29,485.68,2021.0,12.0,49
W3.Dec.2021,2021-12-15,157.5,168.5,297.27,418.26,448.26,190.77,142.31,384.32,35.56,60.91,60.56,60.0,224.89,325.24,1003.18,846.82,414.29,461.43,264.09,181.06,60.91,110.0,66.25,71.25,540.0,515.65,384.67,446.67,430.91,482.73,625.0,396.62,289.55,463.33,2021.0,12.0,50
W4.Dec.2021,2021-12-22,164.33,154.0,298.57,438.95,437.14,198.75,142.38,383.16,35.56,60.91,60.56,60.0,219.63,328.57,1083.33,845.91,412.5,423.33,275.8,200.83,60.91,110.0,66.25,71.25,520.0,470.5,364.95,491.67,447.14,501.82,625.0,357.5,268.03,326.5,2021.0,12.0,51
W1.Jan.2022,2022-01-01,154.36,161.83,257.43,393.87,380.0,183.33,141.76,363.9,35.56,60.91,60.56,60.0,210.1,327.46,1130.65,819.62,378.57,396.33,282.33,206.54,60.91,110.0,66.25,71.25,450.3,352.33,298.07,504.62,397.81,499.67,612.5,363.0,240.71,294.86,2022.0,1.0,52
W2.Jan.2022,2022-01-08,153.29,164.2,264.85,360.33,391.33,177.83,145.36,350.33,35.56,60.91,60.56,60.0,197.77,325.06,1005.24,766.79,358.62,372.26,298.31,194.11,60.91,110.0,66.25,71.25,464.0,386.54,287.3,508.15,374.17,466.09,538.0,353.33,228.48,277.5,2022.0,1.0,1
W3.Jan.2022,2022-01-15,156.57,163.67,265.16,348.5,397.0,174.17,187.5,330.0,35.56,60.91,60.56,60.0,198.92,325.11,837.62,765.0,331.36,370.34,280.62,196.25,60.91,110.0,66.25,71.25,508.0,448.75,287.12,504.78,366.88,467.77,450.0,348.0,220.75,256.84,2022.0,1.0,2
W4.Jan.2022,2022-01-22,175.25,173.67,274.29,337.24,414.09,172.0,222.5,315.7,35.56,64.67,64.55,62.5,204.59,338.26,668.18,742.4,326.0,364.44,300.0,199.05,64.17,110.0,72.86,72.86,560.0,491.04,313.38,507.86,338.7,463.03,,358.55,193.71,231.88,2022.0,1.0,3
W1.Feb.2022,2022-02-01,175.48,175.4,284.84,321.61,415.36,164.78,229.17,341.03,35.56,64.67,64.55,62.5,188.81,367.4,685.71,720.74,299.26,312.0,305.33,191.54,64.17,110.0,72.86,72.86,400.0,338.26,315.41,508.28,323.7,469.0,875.91,329.21,184.04,217.41,2022.0,2.0,5
W2.Feb.2022,2022-02-08,170.83,157.43,272.14,289.43,413.7,159.58,238.62,334.52,35.56,64.67,64.55,62.5,189.73,358.5,701.85,730.0,256.86,284.19,326.8,176.43,64.17,110.0,72.86,72.86,388.25,292.31,273.71,461.67,298.21,487.29,953.57,311.3,148.22,192.29,2022.0,2.0,6
W3.Feb.2022,2022-02-15,164.67,170.33,267.93,287.24,412.5,152.07,253.67,312.22,35.56,64.67,64.55,62.5,179.07,345.4,823.79,761.92,242.07,271.0,328.67,178.54,64.17,110.0,72.86,72.86,358.4,289.66,263.77,372.14,270.0,533.46,912.08,283.1,148.61,271.48,2022.0,2.0,7
W4.Feb.2022,2022-02-22,158.71,171.8,247.58,264.69,417.0,141.21,263.13,295.5,35.56,64.67,64.55,62.5,177.77,353.1,702.58,674.8,216.25,234.62,276.77,158.52,64.17,110.0,72.86,72.86,391.17,293.13,241.67,326.25,242.5,441.25,825.0,250.74,143.9,340.0,2022.0,2.0,8
W1.Mar.2022,2022-03-01,153.48,181.8,233.93,238.13,389.64,130.63,249.7,280.17,35.56,64.67,64.55,62.5,187.34,317.61,620.94,521.52,209.39,271.88,281.29,148.81,64.17,110.0,72.86,72.86,410.0,303.75,248.47,294.38,215.0,411.18,783.61,238.4,144.05,386.77,2022.0,3.0,9
W2.Mar.2022,2022-03-08,155.4,196.33,213.21,243.13,379.26,134.69,249.31,266.58,35.56,64.67,64.55,62.5,176.65,310.6,581.29,487.5,207.74,260.32,265.76,149.09,64.17,110.0,72.86,72.86,440.33,304.69,245.88,280.63,210.31,377.42,752.47,237.41,145.18,412.76,2022.0,3.0,10
W3.Mar.2022,2022-03-15,156.66,208.29,179.06,255.63,355.0,134.52,202.07,261.75,35.56,64.67,64.55,62.5,175.3,275.71,581.67,427.0,206.56,272.33,262.94,163.18,64.17,110.0,72.86,76.36,348.0,282.5,241.48,228.0,205.94,338.62,671.47,233.2,162.31,351.48,2022.0,3.0,11
W4.Mar.2022,2022-03-22,150.46,219.67,180.71,252.33,354.62,136.21,170.67,269.13,35.56,64.67,64.55,62.5,185.14,264.46,567.14,409.29,197.04,292.14,260.67,159.05,64.17,110.0,72.86,76.36,312.0,313.45,236.45,217.04,191.92,298.46,716.15,234.76,161.19,310.42,2022.0,3.0,12
W1.Apr.2022,2022-04-01,152.41,217.14,185.67,308.08,305.93,136.67,150.32,262.31,35.56,64.67,64.55,62.5,193.04,251.11,642.0,395.2,222.41,477.0,274.67,193.33,64.17,110.0,72.86,76.36,332.0,285.0,227.9,236.67,188.97,285.16,767.65,241.58,176.5,208.97,2022.0,4.0,13
W2.Apr.2022,2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,4.0,14
W3.Apr.2022,2022-04-15,157.61,224.0,219.52,319.57,316.25,150.0,153.33,265.38,35.56,64.67,64.55,62.5,216.67,249.47,706.36,563.75,234.55,800.91,309.33,220.0,64.17,110.0,72.86,76.36,501.0,467.62,239.0,248.57,196.67,260.48,782.0,242.27,186.56,237.89,2022.0,4.0,15
W4.Apr.2022,2022-04-22,150.19,197.5,236.09,290.0,336.96,154.07,143.7,297.62,35.56,64.67,64.55,62.5,225.88,264.93,483.7,443.2,204.29,697.6,291.11,198.4,64.17,110.0,72.86,76.36,567.63,535.6,264.56,246.67,191.67,209.29,678.16,238.33,221.14,268.46,2022.0,4.0,16
W1.May.2022,2022-05-01,151.0,215.89,260.0,384.17,395.79,160.38,162.61,343.81,35.56,64.67,64.55,62.5,228.0,328.42,486.67,501.74,232.4,864.55,288.33,188.89,64.17,110.0,72.86,76.36,654.83,573.18,291.31,314.4,199.2,252.0,707.38,327.0,270.33,408.7,2022.0,5.0,17
W2.May.2022,2022-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,18
W3.May.2022,2022-05-15,181.84,261.25,315.71,451.0,530.0,193.33,205.26,404.0,35.56,64.67,64.55,62.5,246.43,358.54,683.0,647.89,293.0,1181.0,332.73,212.63,64.17,110.0,72.86,76.36,726.0,583.16,361.5,407.5,289.0,401.58,884.45,330.18,283.5,755.56,2022.0,5.0,19
W4.May.2022,2022-05-22,179.59,263.75,386.36,499.5,654.38,197.62,217.39,468.39,54.29,66.43,64.55,62.5,263.68,428.82,641.36,704.76,365.45,920.95,357.31,226.5,64.17,110.0,77.0,76.36,720.5,681.74,494.91,482.5,328.7,435.22,1089.29,388.5,311.47,765.65,2022.0,5.0,20
W1.Jun.2022,2022-06-01,181.45,276.67,388.57,493.68,662.67,204.55,220.0,483.61,54.29,66.43,64.55,62.5,250.0,461.27,694.0,708.95,377.73,840.95,361.25,237.5,64.17,110.0,77.0,76.36,885.5,746.32,470.44,502.22,400.0,456.19,1038.85,418.46,320.33,846.67,2022.0,6.0,22
W2.Jun.2022,2022-06-08,181.91,270.0,405.5,482.38,698.57,208.26,221.9,485.75,54.29,67.22,65.63,63.75,257.0,443.08,813.18,711.22,386.5,808.18,370.59,238.0,65.56,110.0,77.0,76.36,939.0,767.39,452.53,518.89,445.45,459.52,1031.79,429.23,314.5,887.39,2022.0,6.0,23
W3.Jun.2022,2022-06-15,196.58,240.0,433.33,463.64,729.23,211.82,248.5,471.11,54.29,72.5,71.0,66.0,260.0,430.81,839.0,668.57,361.74,775.71,379.29,243.33,70.0,110.0,77.0,76.36,931.75,769.55,453.88,503.53,483.5,456.25,953.93,407.22,337.94,815.16,2022.0,6.0,24
W4.Jun.2022,2022-06-22,204.86,237.14,433.89,452.4,638.67,210.48,272.38,470.74,54.29,72.5,71.0,66.0,249.47,327.38,836.25,658.0,374.44,788.95,380.0,260.0,70.0,110.0,77.0,76.36,1041.25,758.82,462.19,461.05,447.78,433.5,641.57,433.33,327.0,809.38,2022.0,6.0,25
W1.Jul.2022,2022-07-01,200.71,241.0,394.74,405.71,571.76,195.45,323.68,405.59,54.29,72.5,71.0,66.0,247.35,306.76,778.5,677.89,324.55,660.95,408.42,258.67,70.0,126.36,77.0,76.36,0.0,519.5,388.03,404.29,440.0,412.73,509.0,359.74,275.48,323.81,2022.0,7.0,26
W2.Jul.2022,2022-07-08,224.21,240.0,408.89,414.29,553.57,203.75,334.67,394.56,61.43,72.5,72.14,66.0,254.67,321.92,903.16,723.85,392.5,634.12,470.0,248.75,70.0,127.22,77.0,76.36,520.0,543.89,409.15,415.71,502.35,502.5,516.67,388.75,299.47,331.43,2022.0,7.0,27
W3.Jul.2022,2022-07-15,249.63,209.33,400.0,446.19,505.0,222.0,327.89,403.86,61.43,72.5,73.13,66.0,255.31,345.14,808.5,753.0,364.44,629.09,526.67,248.61,70.0,127.22,77.86,77.5,524.0,537.5,415.6,405.71,450.53,449.47,512.14,374.71,277.5,348.0,2022.0,7.0,28
W4.Jul.2022,2022-07-22,239.52,235.11,368.26,415.22,467.27,214.17,300.91,392.37,61.43,72.5,73.13,66.0,248.81,347.18,801.9,758.64,331.9,547.39,476.67,217.86,70.0,127.22,77.86,77.5,568.0,549.64,390.88,386.82,424.35,400.0,503.95,317.94,273.24,361.82,2022.0,7.0,29
W1.Aug.2022,2022-08-01,219.57,211.6,359.52,430.0,436.67,200.48,273.64,401.75,61.43,72.5,73.13,71.67,245.0,351.14,720.0,854.21,325.45,506.19,441.43,216.67,70.0,127.22,77.86,85.0,680.0,571.83,406.18,301.82,393.64,402.61,512.73,294.06,240.86,494.0,2022.0,8.0,31
W2.Aug.2022,2022-08-08,226.54,200.0,353.48,478.26,476.0,206.67,260.0,418.5,61.43,72.5,73.13,71.67,250.0,348.95,714.0,860.95,317.5,432.0,454.29,217.14,70.0,127.22,77.86,85.0,682.75,631.43,421.8,317.5,429.17,411.3,570.45,286.76,262.5,525.0,2022.0,8.0,32
W3.Aug.2022,2022-08-15,245.0,207.27,356.82,538.1,516.11,213.18,260.45,453.68,61.43,72.5,73.13,71.67,247.62,388.47,721.9,915.56,359.13,423.0,486.0,220.0,70.0,127.22,77.86,85.0,700.0,608.24,421.9,302.61,548.42,479.13,563.5,343.42,259.32,511.5,2022.0,8.0,33
W4.Aug.2022,2022-08-22,237.29,204.25,269.17,546.82,493.0,204.58,247.08,457.3,61.43,72.5,73.13,71.67,237.25,373.58,713.91,876.36,335.83,420.43,483.13,205.29,70.0,127.22,77.86,85.0,367.75,423.33,363.91,276.67,530.0,434.17,481.74,333.33,248.5,395.24,2022.0,8.0,34
W1.Sep.2022,2022-09-01,259.35,230.17,275.0,412.5,464.21,217.5,270.83,422.46,61.43,72.5,73.13,71.67,249.17,358.25,557.0,849.09,324.29,457.39,471.54,273.75,70.0,127.22,77.86,85.0,569.6,546.67,425.67,308.7,489.09,463.64,709.0,353.66,272.05,360.0,2022.0,9.0,35
